prepare-actors-for-auditions-by-providing-scripts-and-information-about-roles-an	This task involves distributing scripts and casting materials to actors, then communicating details about character descriptions, role requirements, and audition procedures so they can prepare effectively for their tryouts. It may also include answering actors' questions about the roles and scheduling their audition times.
select-performers-for-roles-or-submit-lists-of-suitable-performers-to-producers-	This task involves reviewing available talent and identifying performers who match the specific requirements for particular roles, then either directly assigning them to those roles or preparing and submitting curated lists of qualified candidates to producers or directors who will make the final hiring decisions.
serve-as-liaisons-between-directors-actors-and-agents	Facilitate communication and coordinate schedules between film/television directors, actors, and their talent agents to ensure all parties are aligned on project requirements, availability, and contractual terms. Act as intermediaries to resolve conflicts, relay information, and manage logistics for casting decisions, on-set communications, and professional negotiations.
negotiate-contract-agreements-with-performers-with-agents-or-between-performers-	This task involves discussing and establishing the terms of performance contracts, including compensation, duration, responsibilities, and working conditions, between performers and their representatives (agents) or between agents and production companies. The negotiator must reach mutually acceptable agreements that protect all parties' interests while ensuring the contract terms are clearly defi
arrange-for-or-design-screen-tests-or-auditions-for-prospective-performers	This task involves organizing and conducting audition sessions where prospective performers demonstrate their abilities through screen tests, readings, or live performances to assess their suitability for roles or positions. It may include scheduling audition times, preparing materials for performers to work with, recording or evaluating their performance, and documenting results to support castin
maintain-talent-files-that-include-information-such-as-performers-specialties-pa	This task involves organizing and updating comprehensive personnel records for performers that document their specialized skills, previous work experience, performance history, and current scheduling availability. The work requires regularly reviewing and refreshing these files to ensure accurate information is available for booking decisions and performance planning.
attend-or-view-productions-to-maintain-knowledge-of-available-actors	This task involves watching theater productions, films, television shows, or other performances to evaluate and document the talents, skills, and availability of actors for potential casting in future projects. By staying current with performers' work, the person builds a comprehensive understanding of which actors are suitable for various roles and whether they are actively working or available f
direct-shows-productions-and-plays	Directing shows, productions, and plays involves overseeing all creative and technical aspects of a theatrical performance, including casting actors, blocking movement on stage, interpreting the script, managing rehearsals, and collaborating with set designers, lighting technicians, and other crew members to realize the artistic vision. The director serves as the primary decision-maker responsible
hire-and-supervise-workers-who-help-locate-people-with-specified-attributes-and-	This task involves recruiting, training, and overseeing staff members who conduct targeted searches to identify individuals matching particular skill sets, qualifications, or personal characteristics for organizational needs. The supervisor ensures workers follow proper recruitment protocols, maintain accurate records of candidate profiles, and deliver results that meet the hiring organization's s
teach-acting-classes	Teaching acting classes involves instructing students in performance techniques, character development, scene study, and emotional authenticity through demonstrations, exercises, and feedback on their performances. The work includes lesson planning, conducting rehearsals, evaluating student progress, and often directing scenes or monologues to help students apply what they have learned.
observe-pictures-through-monitors-and-direct-camera-and-video-staff-concerning-s	A video director monitors live feeds on screens to assess lighting, framing, and visual composition, then communicates specific instructions to camera operators and video crew to adjust camera angles, focus, exposure levels, and scene setup to achieve the desired visual output.
supervise-and-assign-duties-to-workers-engaged-in-technical-control-and-producti	Oversee technical staff responsible for quality control and production operations during radio and television broadcasts, including allocating specific responsibilities and monitoring performance of technical tasks. Ensure proper execution of production workflows, manage work assignments, and maintain broadcast standards throughout the production process.
monitor-broadcasts-to-ensure-that-programs-conform-to-station-or-network-policie	Monitor live and recorded television or radio broadcasts to verify that all content, advertisements, language, and imagery comply with station policies, FCC regulations, and industry standards, taking corrective action or documenting violations as needed. This involves reviewing program materials before airing when possible and tracking any deviations from approved guidelines for management review
operate-equipment-to-produce-programs-or-broadcast-live-programs-from-remote-loc	Operate broadcasting equipment such as cameras, microphones, transmitters, and audio/video mixing consoles to capture and transmit television or radio programs either from studio facilities or from remote locations during live events. This work involves managing technical aspects of program production including signal quality, equipment troubleshooting, and real-time coordination with production s
test-equipment-to-ensure-proper-operation	Testing equipment involves systematically checking machines, tools, or devices to verify they function according to specifications, identifying any defects or malfunctions that need repair before use. This may include running diagnostic tests, inspecting components, measuring performance against standards, and documenting results.
train-workers-in-use-of-equipment-such-as-switchers-cameras-monitors-microphones	Train workers on the proper operation, maintenance, and safety procedures for broadcast and production equipment including switchers, cameras, monitors, microphones, and lighting systems. This involves demonstrating hands-on techniques, explaining technical specifications, and ensuring workers can independently set up, troubleshoot, and use these tools in live or recorded production environments.
act-as-liaisons-between-engineering-and-production-departments	Coordinate communication and problem-solving between engineering teams and production staff by relaying technical specifications, design changes, and production constraints, while resolving conflicts and ensuring efficient workflow between the two departments. This role involves translating engineering requirements into actionable production steps and feeding back production feedback to engineers 
collaborate-with-promotions-directors-to-produce-on-air-station-promotions	Collaborate with promotions directors to develop, write, and produce on-air promotional content and advertisements for the radio or television station, including coordinating creative concepts, recording voiceovers, editing audio/video elements, and ensuring promotions air according to the station's schedule and brand guidelines. This work involves communicating with the promotions team to underst
confer-with-operations-directors-to-formulate-and-maintain-fair-and-attainable-t	Meet regularly with operations directors to develop, review, and update technical policies that establish clear standards and procedures for various programs while ensuring these policies are equitable, feasible to implement, and aligned with organizational goals. These conferences involve discussing policy effectiveness, addressing operational challenges, and making adjustments to maintain polici
schedule-use-of-studio-and-editing-facilities-for-producers-and-engineering-and-	This task involves managing a calendar or booking system to allocate specific time slots for studio access and editing facilities among producers, engineers, and maintenance personnel, ensuring no scheduling conflicts occur and equipment is available when needed.
maintain-equipment-used-in-a-particular-sport	Maintain equipment used in a particular sport involves inspecting, cleaning, repairing, and replacing sports gear to ensure it remains safe, functional, and in good condition for athletes to use. This may include tasks such as fixing broken parts, sharpening blades, adjusting tensions, lubricating moving components, and storing equipment properly to extend its lifespan.
attend-scheduled-practice-or-training-sessions	Attending scheduled practice or training sessions involves showing up at designated times and locations to participate in structured activities designed to develop or improve specific skills, knowledge, or performance in your role. This typically includes actively engaging in exercises, drills, discussions, or demonstrations led by instructors or experienced team members.
participate-in-athletic-events-or-competitive-sports-according-to-established-ru	Engage in organized athletic competitions or sports activities where you perform physical skills while following standardized rules, scoring systems, and safety regulations set by the sport or governing body. This may include training for events, competing individually or as part of a team, and adhering to equipment standards and conduct expectations.
receive-instructions-from-coaches-or-other-sports-staff-prior-to-events-and-disc	Athletes receive detailed instructions from coaches and sports staff before competitions regarding strategy, technique, and performance objectives, then participate in post-event debriefing sessions to review their performance, discuss what went well or poorly, and plan improvements for future competitions.
lead-teams-by-serving-as-captain	Serve as a captain by directing team members, making strategic decisions, and taking responsibility for team performance and outcomes. This involves motivating personnel, delegating tasks effectively, and ensuring team coordination to achieve organizational objectives.
plan-organize-and-conduct-practice-sessions	This task involves scheduling training activities, arranging necessary resources and facilities, designing practice drills or exercises, and leading team members through structured sessions to build skills and improve performance in specific areas.
adjust-coaching-techniques-based-on-the-strengths-and-weaknesses-of-athletes	Modifying training methods, drills, and feedback strategies to leverage each athlete's individual capabilities, such as their technical skills, physical attributes, or mental resilience, while targeting areas where they need improvement through personalized practice routines and constructive guidance.
plan-strategies-and-choose-team-members-for-individual-games-or-sports-seasons	Develop game plans and tactical approaches tailored to upcoming competitions, then select and assign players to specific positions or roles based on their skills, fitness levels, and strategic fit within the chosen system. This involves analyzing opponent strengths and weaknesses, coordinating with coaching staff, and making personnel decisions to optimize team performance throughout a season or f
monitor-the-academic-eligibility-of-student-athletes	Verify that student athletes maintain the minimum required GPA, course completion rates, and enrollment status in accordance with institutional and athletic association regulations, updating records and notifying coaches and students of any eligibility changes or concerns.
counsel-student-athletes-on-academic-athletic-and-personal-issues	Advise and support student athletes on matters related to their academic progress, athletic performance, eligibility, and personal wellbeing, while helping them balance competing demands of their sport and education. This may include discussing course selection, study strategies, injury management, mental health concerns, and navigating challenges between coaching staff and academic advisors.
analyze-the-strengths-and-weaknesses-of-opposing-teams-to-develop-game-strategie	This task involves evaluating the offensive capabilities, defensive formations, player skill sets, and tactical patterns of competing teams to identify vulnerabilities and advantages that can be exploited. The analyst then uses these findings to recommend specific strategic adjustments, play selections, and team positioning to maximize competitive performance.
coordinate-travel-arrangements-and-travel-with-team-to-away-contests	Organizing and booking transportation, accommodations, and logistics for team members attending competitions or events at remote locations, then traveling with the team to ensure smooth execution of all travel plans.
monitor-athletes-use-of-equipment-to-ensure-safe-and-proper-use	Monitor athletes' use of equipment to ensure safe and proper use involves observing athletes during training and competition to verify they are using equipment correctly according to manufacturer specifications and safety guidelines, and intervening when unsafe practices are detected to prevent injuries. This may include checking equipment fit, identifying improper technique, ensuring protective g
keep-abreast-of-changing-rules-techniques-technologies-and-philosophies-relevant	Sports professionals monitor industry publications, attend conferences, participate in professional organizations, and communicate with peers to stay current on evolving regulations, training methods, equipment innovations, and coaching philosophies in their sport. This continuous learning ensures they maintain competitive knowledge and can implement best practices in their work with athletes or t
explain-and-enforce-safety-rules-and-regulations	Communicate and implement workplace safety protocols, standards, and legal requirements to employees, ensuring compliance through training, monitoring, and corrective actions when violations occur.
contact-the-parents-of-players-to-provide-information-and-answer-questions	This task involves reaching out to parents of team or program players through phone, email, or in-person communication to share relevant information such as schedules, policies, fees, or updates, while also addressing any concerns or questions they may have about their child's participation.
explain-and-demonstrate-the-use-of-sports-and-training-equipment-such-as-trampol	This task involves instructing colleagues or clients on the proper techniques, safety procedures, and functional benefits of various sports and training equipment like trampolines, dumbbells, resistance bands, or weight machines. It includes demonstrating correct form, spotting techniques, and progressions while ensuring participants understand how to use the equipment safely and effectively to ac
plan-and-direct-physical-conditioning-programs-that-will-enable-athletes-to-achi	This task involves designing comprehensive training regimens, exercises, and conditioning protocols tailored to athletes' specific sports and performance goals, then overseeing the implementation and progression of these programs to optimize strength, endurance, flexibility, and overall athletic capacity.
hire-supervise-and-work-with-extended-coaching-staff	Managing the recruitment, training, and day-to-day oversight of multiple coaching personnel who assist with athlete development, skill instruction, and program implementation across various specializations or age groups. This involves setting performance expectations, providing feedback, coordinating schedules, and ensuring coaching staff alignment with overall program goals and organizational sta
teach-instructional-courses-and-advise-students	This task involves developing and delivering educational content to students through structured courses while providing guidance on academic progress, course selection, and career pathways. It requires preparing lesson materials, conducting classes, assessing student performance, and offering one-on-one or group advising sessions to support student success and professional development.
oversee-the-development-and-management-of-the-sports-program-budget-and-fundrais	This task involves creating and monitoring the financial plan for the sports program, including allocating funds to teams, facilities, and equipment, while also identifying and implementing fundraising strategies such as sponsorships, events, and donations to supplement the program's revenue.
develop-and-arrange-competition-schedules-and-programs	Creating competition schedules and programs involves determining the order, timing, and format of events, matches, or contests, and then organizing all related logistical details such as participant assignments, venue allocations, and judging panels. This may include designing brackets or draw systems, coordinating with stakeholders to finalize dates and times, and producing printed or digital mat
keep-and-review-paper-computerized-and-video-records-of-athlete-team-and-opposin	Maintain and analyze comprehensive records of athlete and team performance data across multiple formats including paper documents, digital files, and video footage, while also tracking opponent performance metrics to inform coaching decisions and strategic planning.
select-acquire-store-and-issue-equipment-and-other-materials-as-necessary	This task involves evaluating equipment and material needs, procuring items from appropriate suppliers, organizing and maintaining inventory in designated storage locations, and distributing materials to authorized personnel or departments as requested.
inspect-game-sites-for-compliance-with-regulations-or-safety-requirements	Review gaming facilities, equipment, and operations to ensure adherence to local, state, and federal gaming laws, licensing requirements, and safety standards, documenting any violations or deficiencies found. This may include verifying proper machine function, reviewing financial records, checking security measures, and interviewing staff to confirm compliance with regulations.
signal-participants-or-other-officials-to-make-them-aware-of-infractions-or-to-o	Referees or umpires signal participants and officials using hand gestures, whistles, and verbal calls to indicate rule violations, fouls, or infractions during sporting events, and to control the flow and pace of competition according to established regulations. These signals communicate decisions about penalties, timeouts, scoring plays, and other administrative matters necessary to enforce game 
teach-and-explain-the-rules-and-regulations-governing-a-specific-sport	Teaching and explaining the rules and regulations of a specific sport involves instructing others on the official guidelines that govern how the game is played, including scoring systems, player positions, fouls, equipment requirements, and match procedures. This typically requires breaking down complex rules into understandable concepts through demonstrations, examples, and clarifications to help
inspect-sporting-equipment-or-examine-participants-to-ensure-compliance-with-eve	This task involves visually examining sporting equipment such as gear, clothing, and protective devices to verify they meet official standards and safety requirements, as well as reviewing participants' physical condition and credentials to confirm they are cleared and eligible to compete. Inspectors document their findings and may reject non-compliant equipment or disqualify participants who fail
judge-performances-in-sporting-competitions-to-award-points-impose-scoring-penal	Judge sporting competitions by observing athlete performances, applying standardized scoring criteria and rules to evaluate technique and execution, awarding points or scores, and imposing penalties for rule violations or infractions. Compile final scores and results to determine winners and rankings based on the established competition format.
verify-scoring-calculations-before-competition-winners-are-announced	Review all scoring data and mathematical calculations used to determine competition rankings and winners, ensuring accuracy and compliance with competition rules before public announcement of results. This may include checking point tallies, tiebreaker applications, and score entry accuracy across all participants or teams.
start-races-and-competitions	Starting races and competitions involves initiating the official beginning of athletic or competitive events by giving the starting signal, ensuring all participants are ready and positioned correctly, and managing any false starts or procedural requirements. This may include operating starting equipment such as starting blocks, horns, or electronic timing systems, and communicating clearly with p
compile-scores-and-other-athletic-records	Gathering and organizing athletic performance data such as test scores, game statistics, race times, and competition results into a centralized database or document for record-keeping, analysis, or reporting purposes.
direct-participants-to-assigned-areas-such-as-starting-blocks-or-penalty-areas	Guide athletes or competitors to their designated starting positions, racing lanes, or specific zones where penalties are assessed, ensuring proper placement and adherence to competition rules. This involves physically or verbally directing people to their correct locations before an event begins or when rule violations occur.
research-and-study-players-and-teams-to-anticipate-issues-that-might-arise-in-fu	Analyze historical performance data, injury records, playing styles, team dynamics, and recent form of players and teams to identify potential problems, vulnerabilities, or complications that could occur during upcoming competitive matchups or collaborations. This involves compiling detailed profiles and trend analysis to inform strategic planning and risk mitigation efforts.
study-and-practice-dance-moves-required-in-roles	Studying and practicing dance moves required in roles involves learning choreography, movement techniques, and performance styles specific to theatrical, film, or concert roles through rehearsal and repetition. This includes breaking down complex sequences, perfecting timing and body positioning, and building muscle memory to execute the movements with precision during performances.
harmonize-body-movements-to-rhythm-of-musical-accompaniment	Harmonizing body movements to the rhythm of musical accompaniment involves coordinating physical gestures, steps, or motions to match the tempo, beat, and phrasing of music being played or performed. This task requires listening to the musical accompaniment and adjusting the timing, speed, and flow of body movements to create a synchronized and aesthetically cohesive performance.
coordinate-dancing-with-that-of-partners-or-dance-ensembles	Coordinate and synchronize dance movements and timing with other dancers or groups to create unified, harmonious performances. This involves learning choreography, practicing formations, maintaining rhythm with partners, and adjusting positioning and movements in real-time to match the ensemble's overall artistic vision.
develop-self-understanding-of-physical-capabilities-and-limitations-and-choose-d	This task involves assessing your own body's strengths, weaknesses, flexibility, endurance, and any physical constraints or injuries to determine which dance styles are safe and suitable for you to pursue. You then select dance forms that align with your assessed capabilities while avoiding styles that could cause harm or frustration given your current physical condition.
perform-classical-modern-or-acrobatic-dances-in-productions-expressing-stories-r	Dancers perform choreographed movements in theatrical, concert, or commercial productions to tell stories, convey emotions, and interpret music through their physical bodies. This work requires mastering various dance styles such as ballet, contemporary, jazz, or acrobatics while maintaining timing, precision, and artistic expression to entertain audiences.
collaborate-with-choreographers-to-refine-or-modify-dance-steps	Working with choreographers to review, adjust, and perfect dance movements and sequences, including making changes to timing, positioning, formations, and technical execution based on artistic vision or practical constraints. This may involve testing modifications in rehearsal, providing feedback on movement quality, and implementing revisions to enhance the overall choreography.
audition-for-dance-roles-or-for-membership-in-dance-companies	Auditioning for dance roles or company membership involves performing choreographed pieces and combinations in front of directors or choreographers who evaluate technical skills, artistry, movement quality, and suitability for specific roles or ensemble positions. The audition process typically includes learning and executing dance combinations on the spot, demonstrating flexibility and strength, 
attend-costume-fittings-photography-sessions-and-makeup-calls-associated-with-da	Participate in multiple scheduled appointments including trying on and adjusting costumes for fit and appearance, sitting for professional photos in costume and makeup, and receiving makeup application or touch-ups in preparation for dance performances. These sessions ensure that all performers have properly fitted costumes, updated promotional materials, and polished appearances before taking the
monitor-the-field-of-dance-to-remain-aware-of-current-trends-and-innovations	Stay informed about developments in the dance industry by regularly reviewing dance publications, attending performances, following choreographers and dance companies on social media, and participating in dance communities to understand emerging styles, techniques, and cultural movements. Document and analyze these trends to maintain awareness of how the field is evolving and identify innovations 
prepare-pointe-shoes-by-sewing-or-other-means-for-use-in-rehearsals-and-performa	Prepare pointe shoes, by sewing or other means, for use in rehearsals and performance involves reinforcing, modifying, and maintaining ballet pointe shoes to ensure they are safe, comfortable, and functional for dancers. This includes tasks such as sewing elastic bands and ribbons to the shoes, darning or padding the toe box, adjusting the fit, and repairing
perform-in-productions-singing-or-acting-in-addition-to-dancing-if-required	Perform singing or acting roles alongside dancing in theatrical productions, musicals, or entertainment performances as directed by choreographers or directors. This may involve learning vocal parts, memorizing dialogue, executing choreography simultaneously with other performance elements, and rehearsing integrated scenes that combine multiple performance disciplines.
teach-dance-students	Teach dance students involves instructing individuals in various dance techniques, choreography, and movement fundamentals while providing feedback on form, rhythm, and performance. This includes planning lessons, demonstrating moves, correcting student technique, and helping students develop physical skills, confidence, and artistic expression through dance.
devise-and-choreograph-dance-for-self-or-others	Creating and designing dance movements, sequences, and formations that tell a story or express emotion, either for personal performance or to teach and direct other dancers. This involves selecting music, planning steps and gestures, and arranging how dancers move through space individually and in relation to one another.
direct-rehearsals-to-instruct-dancers-in-dance-steps-and-in-techniques-to-achiev	Direct rehearsals by demonstrating and instructing dancers on proper execution of choreographed steps, movements, and techniques while providing feedback to refine their performance quality and ensure they achieve the intended artistic effects. This includes correcting form, timing, spacing, and coordination across individual dancers and ensemble groups.
advise-dancers-on-standing-and-moving-properly-teaching-correct-dance-techniques	This task involves evaluating dancers' posture, alignment, and movement mechanics, then providing instruction on proper technique for various dance styles and movements to minimize strain and reduce the risk of musculoskeletal injuries. The role includes demonstrating correct form, identifying problematic movement patterns, and offering corrective feedback and exercises to help dancers develop saf
teach-students-dancers-and-other-performers-about-rhythm-and-interpretive-moveme	This task involves instructing students and performers in understanding rhythm patterns, tempo, and beat structures while teaching them how to translate musical and rhythmic concepts into physical movement and artistic expression. It includes demonstrating techniques for interpreting music through dance and movement, developing body awareness, and guiding performers to create meaningful choreograp
direct-and-stage-dance-presentations-for-various-forms-of-entertainment	This task involves choreographing dance routines, selecting music, and designing staging elements such as lighting and props for theatrical productions, concerts, musical theater, or other entertainment events. It requires planning rehearsals, instructing dancers on movements and formations, and managing all technical and artistic aspects of the performance from conception through opening night.
choose-the-music-sound-effects-or-spoken-narrative-to-accompany-a-dance	Selecting and arranging audio elements such as music, sound effects, or recorded dialogue to complement and enhance the choreography and emotional impact of a dance performance. This involves matching the tempo, mood, and timing of the audio with the dancers' movements to create a cohesive artistic experience.
seek-influences-from-other-art-forms-such-as-theatre-the-visual-arts-and-archite	This task involves researching and studying techniques, principles, and styles from disciplines like theatre production, painting, sculpture, graphic design, and building design to identify creative approaches that can be adapted and applied to your own artistic or professional work. By analyzing how other art forms solve problems and express ideas, you can find innovative inspiration and methods 
develop-ideas-for-creating-dances-keeping-notes-and-sketches-to-record-influence	Develop choreography concepts by brainstorming movement ideas, musical inspirations, and thematic elements, while maintaining organized documentation through written notes and visual sketches to track creative references and artistic influences that inform the dance pieces.
coordinate-production-music-with-music-directors	This task involves working with music directors to plan, schedule, and align the selection and use of background music for film, television, or other media productions to ensure it meets creative vision and production timelines. You would communicate about musical style preferences, timing requirements, licensing needs, and technical specifications while managing any revisions or adjustments the d
audition-performers-for-one-or-more-dance-parts	Review candidates performing choreographed dance routines or combinations to assess their technical skill, style, movement quality, and suitability for specific roles or positions within a dance company or production. Make casting decisions based on factors such as technique proficiency, physical attributes, performance presence, and alignment with the artistic vision of the choreography.
assess-students-dancing-abilities-to-determine-where-improvement-or-change-is-ne	A dance instructor or choreographer observes students performing choreography or movement exercises and evaluates their technical proficiency, body alignment, rhythm, coordination, and artistic expression to identify specific areas where they need additional practice, corrective instruction, or skill development. This assessment may involve watching individual or group performances, providing feed
design-sets-lighting-costumes-and-other-artistic-elements-of-productions-in-coll	Develop and create the visual and aesthetic components of theatrical, film, or television productions by designing sets, lighting schemes, costumes, props, and other artistic elements while working closely with actors and other production team members to ensure cohesive storytelling. This involves conceptualizing designs, selecting materials and color palettes, managing budgets, overseeing constru
read-and-study-story-lines-and-musical-scores-to-determine-how-to-translate-idea	This task involves analyzing narrative elements and musical compositions to identify emotional tones and thematic content, then using that analysis to create corresponding choreography that physically expresses the story's ideas and the music's mood. The dancer or choreographer must develop an understanding of how to convert abstract concepts and sonic elements into concrete movement vocabulary th
manage-dance-schools-or-assist-in-their-management	This task involves overseeing the day-to-day operations of one or more dance schools, including responsibilities such as scheduling classes, managing instructors and staff, handling student enrollment and billing, maintaining facilities, and ensuring compliance with relevant regulations. It may also include marketing the school, developing curriculum, organizing performances or recitals, and addre
restage-traditional-dances-and-works-in-dance-companies-repertoires-developing-n	Restaging traditional dances involves recreating and reimagining established choreographic works from a dance company's existing repertoire by researching original movement, music, and context, then developing fresh artistic interpretations that may incorporate contemporary elements, revised staging, or new perspectives while maintaining the integrity of the original work. This process requires co
study-scores-to-learn-the-music-in-detail-and-to-develop-interpretations	Studying music scores involves carefully examining the written notation, including notes, rhythms, dynamics, articulations, and compositional structure, while simultaneously listening to and performing the music to internalize its technical and artistic elements. This process enables musicians to understand the composer's intentions, identify interpretive choices regarding tempo, phrasing, and emo
apply-elements-of-music-theory-to-create-musical-and-tonal-structures-including-	This task involves using principles of music theory such as scales, chords, intervals, and progressions to compose or arrange musical pieces that feature well-structured melodies and harmonically coherent accompaniment. It requires knowledge of how different notes and chord combinations work together to create desired emotional effects and musical coherence across a composition.
transcribe-ideas-for-musical-compositions-into-musical-notation-using-instrument	A musician or composer listens to or recalls musical ideas and translates them into written musical notation on staff paper or digital notation software, specifying the pitch, duration, and rhythm of notes along with other musical elements like dynamics and articulation. This task involves converting auditory or conceptual musical thoughts into a standardized written format that other musicians ca
audition-and-select-performers-for-musical-presentations	Audition and select performers for musical presentations involves reviewing candidates' musical abilities, vocal or instrumental skills, and stage presence through live or recorded performances, then evaluating and choosing the most suitable performers based on technical proficiency, artistic interpretation, and fit with the production's requirements.
position-members-within-groups-to-obtain-balance-among-instrumental-or-vocal-sec	Arrange singers or musicians within ensemble groups by strategically placing members with different voice types (soprano, alto, tenor, bass) or instrumental ranges (high, mid, low) to create balanced sound distribution and ensure all sections are adequately represented. This involves assessing individual vocal or instrumental capabilities and adjusting member placement to achieve proper blend, vol
confer-with-producers-and-directors-to-define-the-nature-and-placement-of-film-o	This task involves meeting with producers and directors to discuss and determine what type of music should be used in a film or television production, including its emotional tone, style, and instrumentation, as well as deciding where in the scenes or sequences the music should be placed to enhance the narrative and viewing experience.
meet-with-soloists-and-concertmasters-to-discuss-and-prepare-for-performances	Meet individually or in small groups with solo musicians and lead string players to review musical arrangements, discuss interpretation and phrasing, coordinate timing and cues, and ensure all performers are aligned on the artistic vision before rehearsals or concerts. This preparation work helps establish clear communication about technical requirements, stylistic choices, and performance logisti
fill-in-details-of-orchestral-sketches-such-as-adding-vocal-parts-to-scores	This task involves taking incomplete orchestral compositions and adding missing musical elements, particularly vocal lines and parts, to create more complete scores. It requires musical knowledge to ensure the added vocal parts are appropriate in terms of range, style, timing, and harmonic fit with the existing instrumentation.
explore-and-develop-musical-ideas-based-on-sources-such-as-imagination-or-sounds	This task involves listening to and drawing inspiration from various sources such as natural sounds, everyday noises, or personal creative imagination to generate original musical concepts, melodies, or compositions. The work includes experimenting with different musical elements and translating these inspirations into structured musical ideas that can be further refined or performed.
write-music-for-commercial-mediums-including-advertising-jingles-or-film-soundtr	Writing music for commercial mediums involves composing original or adapted musical pieces specifically designed for advertisements, television spots, films, or other media productions that meet the client's creative brief and emotional goals. This work requires understanding target audiences, matching music to visual content, meeting strict time requirements, and collaborating with directors, pro
transpose-music-from-one-voice-or-instrument-to-another-to-accommodate-particula	Transposing music involves rewriting a musical composition into a different key so that it can be performed by musicians with specific vocal ranges or instrumental capabilities. This ensures that the piece remains playable and sounds appropriate for the intended performer while maintaining the original melodic and harmonic content.
rewrite-original-musical-scores-in-different-musical-styles-by-changing-rhythms-	This task involves taking an existing musical composition and reimagining it by modifying its fundamental musical elements—such as altering the rhythm patterns, changing the harmonic progressions, or adjusting the tempo—to transform it into a different musical genre or style. For example, an orchestral piece might be rewritten as jazz, a classical waltz converted to a rock composition, or a folk
arrange-music-composed-by-others-changing-the-music-to-achieve-desired-effects	Arranging music involves taking an existing musical composition and adapting or reworking it by modifying elements such as instrumentation, harmony, melody, tempo, or structure to create a new interpretation or achieve specific musical, stylistic, or contextual effects. This work requires understanding music theory and composition techniques to transform the original piece while maintaining or int
assign-and-review-staff-work-in-such-areas-as-scoring-arranging-and-copying-musi	This task involves distributing music-related work assignments to staff members in areas including scoring compositions, arranging musical pieces, copying sheet music, and providing vocal coaching to singers. The role includes monitoring and evaluating the quality and timeliness of the completed work to ensure it meets professional standards.
study-films-or-scripts-to-determine-how-musical-scores-can-be-used-to-create-des	This task involves analyzing films or scripts to identify how musical scores are composed and applied to evoke specific emotional responses, enhance narrative tension, or reinforce thematic elements. The work requires evaluating techniques such as instrumentation choices, tempo variations, harmonic progressions, and timing of musical cues to understand their impact on audience perception and story
create-original-musical-forms-or-write-within-circumscribed-musical-forms-such-a	This task involves composing music by either inventing entirely new structural frameworks and organizational principles for musical pieces, or by writing compositions that adhere to established classical forms like sonatas (typically featuring contrasting themes in specific key relationships), symphonies (large-scale orchestral works with multiple movements), or operas (dramatic works combining mu
collaborate-with-other-colleagues-such-as-copyists-to-complete-final-scores	Working together with copyists and other team members to prepare and finalize musical scores for publication or performance, ensuring all parts are accurately transcribed, properly formatted, and ready for distribution.
copy-parts-from-scores-for-individual-performers	This task involves selecting and transcribing specific musical passages or sections from a full orchestral or ensemble score and creating individual instrumental or vocal parts that performers can read from during rehearsals and performances. It requires careful attention to notation, clefs, key signatures, and rhythmic accuracy to ensure each performer receives an accurate representation of their
produce-recordings-of-music	Produce recordings of music involves capturing, mixing, and mastering audio performances in a studio or recording environment, using microphones, mixing consoles, and digital audio workstations to create polished final tracks suitable for distribution or playback.
stay-abreast-of-the-latest-trends-in-music-and-music-technology	This task involves regularly consuming industry publications, podcasts, social media, and trade shows related to music and audio technology to maintain current knowledge of emerging genres, production techniques, equipment innovations, and market shifts. It requires periodic review of music streaming data, artist developments, and technological advancements in recording, mixing, and distribution p
perform-before-live-audiences-in-concerts-recitals-educational-presentations-and	This task involves practicing and rehearsing music to prepare polished performances, then delivering those performances in front of live audiences in venues such as concert halls, recital spaces, schools, and community events. The performer must manage stage presence, execute technical skills, engage with the audience, and adapt to the specific acoustics and settings of each performance location.
sing-a-cappella-or-with-musical-accompaniment	Performing vocal music either without instrumental backing (a cappella) or accompanied by musical instruments such as piano, guitar, or orchestral arrangements. This task requires vocal technique, musicality, and the ability to maintain pitch and rhythm while delivering a musical performance.
specialize-in-playing-a-specific-family-of-instruments-or-a-particular-type-of-m	A musician develops deep expertise in a particular instrument family (such as strings, woodwinds, or brass) or a specific music genre (such as jazz, classical, or folk), dedicating significant time to mastering its technical skills, repertoire, and stylistic conventions. This specialization allows the musician to perform at a high professional level, potentially pursuing career opportunities as a 
sing-as-a-soloist-or-as-a-member-of-a-vocal-group	This task involves performing vocal music either as an individual performer or as part of an ensemble, delivering melodic lines and harmonies to an audience in live or recorded settings. The work requires developing vocal technique, learning musical pieces, and collaborating with accompanists or other singers to create cohesive performances.
